danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.226,0.348,5.0,-15.772,1.0,0.0474,0.731,0.97,0.124,0.156,111.098,audio_features,4Puc0pga5MrcwPnLE9yjN5,spotify:track:4Puc0pga5MrcwPnLE9yjN5,https://api.spotify.com/v1/tracks/4Puc0pga5MrcwPnLE9yjN5,https://api.spotify.com/v1/audio-analysis/4Puc0pga5MrcwPnLE9yjN5,365848.0,4.0
0.321,0.675,6.0,-8.752,0.0,0.0721,0.642,0.325,0.12,0.102,140.43,audio_features,0UVIGa8kSgYkA7bV66AdCl,spotify:track:0UVIGa8kSgYkA7bV66AdCl,https://api.spotify.com/v1/tracks/0UVIGa8kSgYkA7bV66AdCl,https://api.spotify.com/v1/audio-analysis/0UVIGa8kSgYkA7bV66AdCl,330962.0,4.0
0.72,0.701,6.0,-10.612,1.0,0.0333,0.0232,0.752,0.109,0.894,94.154,audio_features,2q13QoVfL4gtBsRETQVkCV,spotify:track:2q13QoVfL4gtBsRETQVkCV,https://api.spotify.com/v1/tracks/2q13QoVfL4gtBsRETQVkCV,https://api.spotify.com/v1/audio-analysis/2q13QoVfL4gtBsRETQVkCV,207194.0,4.0
0.503,0.814,5.0,-9.656,1.0,0.32,0.413,0.0,0.144,0.559,117.262,audio_features,0HBxDBevZpURpGv8MVkMo7,spotify:track:0HBxDBevZpURpGv8MVkMo7,https://api.spotify.com/v1/tracks/0HBxDBevZpURpGv8MVkMo7,https://api.spotify.com/v1/audio-analysis/0HBxDBevZpURpGv8MVkMo7,196093.0,3.0
0.689,0.711,5.0,-12.393,1.0,0.127,0.436,0.254,0.342,0.772,156.814,audio_features,7DjJ1tAyNGybE2mxAOXVid,spotify:track:7DjJ1tAyNGybE2mxAOXVid,https://api.spotify.com/v1/tracks/7DjJ1tAyNGybE2mxAOXVid,https://api.spotify.com/v1/audio-analysis/7DjJ1tAyNGybE2mxAOXVid,177667.0,4.0
0.72,0.808,6.0,-5.627,1.0,0.0379,0.00793,0.0293,0.0634,0.869,126.041,audio_features,70HxNVlYQ0Hi6XqBtPLw80,spotify:track:70HxNVlYQ0Hi6XqBtPLw80,https://api.spotify.com/v1/tracks/70HxNVlYQ0Hi6XqBtPLw80,https://api.spotify.com/v1/audio-analysis/70HxNVlYQ0Hi6XqBtPLw80,307154.0,4.0
0.407,0.236,4.0,-16.189,1.0,0.0291,0.777,0.812,0.107,0.122,170.136,audio_features,3on9znKmGp0TaYcWPhqdVE,spotify:track:3on9znKmGp0TaYcWPhqdVE,https://api.spotify.com/v1/tracks/3on9znKmGp0TaYcWPhqdVE,https://api.spotify.com/v1/audio-analysis/3on9znKmGp0TaYcWPhqdVE,228400.0,4.0
0.25,0.64,1.0,-8.745,1.0,0.11,0.072,0.682,0.105,0.549,191.472,audio_features,0SlVvyU9LWTzsnPc8lcoUs,spotify:track:0SlVvyU9LWTzsnPc8lcoUs,https://api.spotify.com/v1/tracks/0SlVvyU9LWTzsnPc8lcoUs,https://api.spotify.com/v1/audio-analysis/0SlVvyU9LWTzsnPc8lcoUs,153440.0,4.0
0.281,0.817,9.0,-12.292,1.0,0.0437,0.338,0.911,0.102,0.925,169.668,audio_features,510L55qTlVIJcvnURoj0JF,spotify:track:510L55qTlVIJcvnURoj0JF,https://api.spotify.com/v1/tracks/510L55qTlVIJcvnURoj0JF,https://api.spotify.com/v1/audio-analysis/510L55qTlVIJcvnURoj0JF,130680.0,4.0
0.546,0.646,10.0,-11.481,1.0,0.0275,0.00011,0.602,0.098,0.758,138.108,audio_features,5ae4WJ0jjklQ4AadYxE2a6,spotify:track:5ae4WJ0jjklQ4AadYxE2a6,https://api.spotify.com/v1/tracks/5ae4WJ0jjklQ4AadYxE2a6,https://api.spotify.com/v1/audio-analysis/5ae4WJ0jjklQ4AadYxE2a6,245867.0,4.0
0.308,0.829,1.0,-14.345,1.0,0.1,0.0113,0.767,0.116,0.0418,168.768,audio_features,2vQRkj2kMwoHKLzxXNsj2h,spotify:track:2vQRkj2kMwoHKLzxXNsj2h,https://api.spotify.com/v1/tracks/2vQRkj2kMwoHKLzxXNsj2h,https://api.spotify.com/v1/audio-analysis/2vQRkj2kMwoHKLzxXNsj2h,626307.0,4.0
0.0773,0.108,7.0,-13.795,1.0,0.0517,0.00143,0.755,0.105,0.0755,171.366,audio_features,5aigHrfThtXdjyfqvsT62z,spotify:track:5aigHrfThtXdjyfqvsT62z,https://api.spotify.com/v1/tracks/5aigHrfThtXdjyfqvsT62z,https://api.spotify.com/v1/audio-analysis/5aigHrfThtXdjyfqvsT62z,289640.0,4.0
0.703,0.406,0.0,-12.005,1.0,0.0427,0.0353,0.879,0.119,0.235,129.011,audio_features,525Pwm0RCTedCyZ0Mc1r5o,spotify:track:525Pwm0RCTedCyZ0Mc1r5o,https://api.spotify.com/v1/tracks/525Pwm0RCTedCyZ0Mc1r5o,https://api.spotify.com/v1/audio-analysis/525Pwm0RCTedCyZ0Mc1r5o,407933.0,4.0
0.595,0.666,8.0,-8.422,0.0,0.0365,0.0115,0.0144,0.177,0.438,135.015,audio_features,72Z3omkingFSu6Qvo7EkLh,spotify:track:72Z3omkingFSu6Qvo7EkLh,https://api.spotify.com/v1/tracks/72Z3omkingFSu6Qvo7EkLh,https://api.spotify.com/v1/audio-analysis/72Z3omkingFSu6Qvo7EkLh,249707.0,4.0
0.771,0.53,5.0,-13.18,0.0,0.123,0.176,0.617,0.14,0.444,161.996,audio_features,0eWfkZg1S9oFRCTnWBOjOa,spotify:track:0eWfkZg1S9oFRCTnWBOjOa,https://api.spotify.com/v1/tracks/0eWfkZg1S9oFRCTnWBOjOa,https://api.spotify.com/v1/audio-analysis/0eWfkZg1S9oFRCTnWBOjOa,234840.0,4.0
0.339,0.885,7.0,-6.854,1.0,0.0654,0.0727,0.232,0.152,0.248,79.57,audio_features,5udfsgkwBgM3AsvHBap7px,spotify:track:5udfsgkwBgM3AsvHBap7px,https://api.spotify.com/v1/tracks/5udfsgkwBgM3AsvHBap7px,https://api.spotify.com/v1/audio-analysis/5udfsgkwBgM3AsvHBap7px,196427.0,4.0
0.738,0.759,10.0,-10.58,0.0,0.175,0.0103,0.269,0.113,0.667,112.06,audio_features,2jhJiVcpkAMoCRr8Ru0xSJ,spotify:track:2jhJiVcpkAMoCRr8Ru0xSJ,https://api.spotify.com/v1/tracks/2jhJiVcpkAMoCRr8Ru0xSJ,https://api.spotify.com/v1/audio-analysis/2jhJiVcpkAMoCRr8Ru0xSJ,168400.0,4.0
0.632,0.481,1.0,-16.158,1.0,0.0566,0.775,0.926,0.196,0.277,101.229,audio_features,3G1jkNZc5tl3orGMM7aDtG,spotify:track:3G1jkNZc5tl3orGMM7aDtG,https://api.spotify.com/v1/tracks/3G1jkNZc5tl3orGMM7aDtG,https://api.spotify.com/v1/audio-analysis/3G1jkNZc5tl3orGMM7aDtG,280093.0,3.0
0.423,0.897,11.0,-7.22,1.0,0.0797,0.00191,0.000163,0.2,0.368,143.128,audio_features,0vwyIBkxHsYj0JVDHydJdi,spotify:track:0vwyIBkxHsYj0JVDHydJdi,https://api.spotify.com/v1/tracks/0vwyIBkxHsYj0JVDHydJdi,https://api.spotify.com/v1/audio-analysis/0vwyIBkxHsYj0JVDHydJdi,93187.0,3.0
0.694,0.511,11.0,-11.461,1.0,0.0388,0.0153,0.914,0.127,0.416,146.049,audio_features,54wKcxehz0bgcM1BT7KfyH,spotify:track:54wKcxehz0bgcM1BT7KfyH,https://api.spotify.com/v1/tracks/54wKcxehz0bgcM1BT7KfyH,https://api.spotify.com/v1/audio-analysis/54wKcxehz0bgcM1BT7KfyH,244467.0,4.0
0.629,0.641,2.0,-13.34,1.0,0.226,0.178,0.819,0.406,0.302,170.126,audio_features,7jX7wWnBtRY2PJHVXfLOwU,spotify:track:7jX7wWnBtRY2PJHVXfLOwU,https://api.spotify.com/v1/tracks/7jX7wWnBtRY2PJHVXfLOwU,https://api.spotify.com/v1/audio-analysis/7jX7wWnBtRY2PJHVXfLOwU,180800.0,4.0
0.595,0.694,8.0,-8.341,1.0,0.0473,0.0129,0.754,0.113,0.218,99.988,audio_features,1Vm698NBbZZ54TgYhPfUxq,spotify:track:1Vm698NBbZZ54TgYhPfUxq,https://api.spotify.com/v1/tracks/1Vm698NBbZZ54TgYhPfUxq,https://api.spotify.com/v1/audio-analysis/1Vm698NBbZZ54TgYhPfUxq,281835.0,4.0
0.361,0.595,1.0,-6.455,0.0,0.0339,0.0475,0.00462,0.105,0.672,140.761,audio_features,7aX4vUhde9XiBBALHraSbb,spotify:track:7aX4vUhde9XiBBALHraSbb,https://api.spotify.com/v1/tracks/7aX4vUhde9XiBBALHraSbb,https://api.spotify.com/v1/audio-analysis/7aX4vUhde9XiBBALHraSbb,420667.0,4.0
0.709,0.752,1.0,-7.74,1.0,0.0449,0.284,0.723,0.172,0.729,98.404,audio_features,1Jg3OlGD1J0C9OWQe6hgWe,spotify:track:1Jg3OlGD1J0C9OWQe6hgWe,https://api.spotify.com/v1/tracks/1Jg3OlGD1J0C9OWQe6hgWe,https://api.spotify.com/v1/audio-analysis/1Jg3OlGD1J0C9OWQe6hgWe,180787.0,4.0
0.688,0.349,1.0,-12.287,1.0,0.0286,0.097,0.167,0.0712,0.781,102.568,audio_features,5zNi7ddGWfo4S1jaA1BDnC,spotify:track:5zNi7ddGWfo4S1jaA1BDnC,https://api.spotify.com/v1/tracks/5zNi7ddGWfo4S1jaA1BDnC,https://api.spotify.com/v1/audio-analysis/5zNi7ddGWfo4S1jaA1BDnC,195400.0,4.0
0.455,0.426,2.0,-9.406,1.0,0.0475,0.172,0.0843,0.168,0.04,84.643,audio_features,3YHhWdTlWjIML155CvcH4F,spotify:track:3YHhWdTlWjIML155CvcH4F,https://api.spotify.com/v1/tracks/3YHhWdTlWjIML155CvcH4F,https://api.spotify.com/v1/audio-analysis/3YHhWdTlWjIML155CvcH4F,299605.0,4.0
0.76,0.942,1.0,-6.452,1.0,0.324,0.078,1.55e-05,0.216,0.444,141.985,audio_features,0jv5VgdENAPV7lHtBlsaXE,spotify:track:0jv5VgdENAPV7lHtBlsaXE,https://api.spotify.com/v1/tracks/0jv5VgdENAPV7lHtBlsaXE,https://api.spotify.com/v1/audio-analysis/0jv5VgdENAPV7lHtBlsaXE,279863.0,4.0
0.465,0.974,0.0,-6.542,0.0,0.0419,0.00111,0.634,0.74,0.368,125.007,audio_features,3NRaObu1NHTjMsfTPt6Ken,spotify:track:3NRaObu1NHTjMsfTPt6Ken,https://api.spotify.com/v1/tracks/3NRaObu1NHTjMsfTPt6Ken,https://api.spotify.com/v1/audio-analysis/3NRaObu1NHTjMsfTPt6Ken,254280.0,4.0
0.129,0.446,9.0,-6.403,0.0,0.055,0.00165,0.756,0.653,0.183,99.392,audio_features,5lQ5Tnlf8A9uFvTjz8uALp,spotify:track:5lQ5Tnlf8A9uFvTjz8uALp,https://api.spotify.com/v1/tracks/5lQ5Tnlf8A9uFvTjz8uALp,https://api.spotify.com/v1/audio-analysis/5lQ5Tnlf8A9uFvTjz8uALp,247867.0,4.0
0.543,0.647,0.0,-11.36,1.0,0.031,0.331,0.873,0.11,0.504,142.012,audio_features,3oEbFV32BCjdfO4CV7zLEB,spotify:track:3oEbFV32BCjdfO4CV7zLEB,https://api.spotify.com/v1/tracks/3oEbFV32BCjdfO4CV7zLEB,https://api.spotify.com/v1/audio-analysis/3oEbFV32BCjdfO4CV7zLEB,278427.0,4.0
0.588,0.728,8.0,-7.974,1.0,0.0468,0.0131,0.872,0.187,0.449,129.976,audio_features,4W2SEytUaL0gfiHk1FeMoc,spotify:track:4W2SEytUaL0gfiHk1FeMoc,https://api.spotify.com/v1/tracks/4W2SEytUaL0gfiHk1FeMoc,https://api.spotify.com/v1/audio-analysis/4W2SEytUaL0gfiHk1FeMoc,182427.0,4.0
0.389,0.867,8.0,-8.483,0.0,0.113,0.53,0.745,0.187,0.115,143.568,audio_features,4i9xZQuMIVTRi8CYe0DIWd,spotify:track:4i9xZQuMIVTRi8CYe0DIWd,https://api.spotify.com/v1/tracks/4i9xZQuMIVTRi8CYe0DIWd,https://api.spotify.com/v1/audio-analysis/4i9xZQuMIVTRi8CYe0DIWd,265120.0,4.0
0.158,0.56,2.0,-6.882,1.0,0.0392,0.0147,0.0212,0.532,0.0567,108.287,audio_features,4s69PiQhfmjtNyDyhFdJy5,spotify:track:4s69PiQhfmjtNyDyhFdJy5,https://api.spotify.com/v1/tracks/4s69PiQhfmjtNyDyhFdJy5,https://api.spotify.com/v1/audio-analysis/4s69PiQhfmjtNyDyhFdJy5,271813.0,3.0
0.452,0.856,6.0,-6.258,0.0,0.161,0.183,0.004,0.117,0.432,143.399,audio_features,1JOrIshStFM6JcC0scqDWP,spotify:track:1JOrIshStFM6JcC0scqDWP,https://api.spotify.com/v1/tracks/1JOrIshStFM6JcC0scqDWP,https://api.spotify.com/v1/audio-analysis/1JOrIshStFM6JcC0scqDWP,369747.0,4.0
0.518,0.471,1.0,-9.43,1.0,0.0344,0.00424,0.178,0.193,0.0392,148.336,audio_features,6anHLkfvpMhQvcLz3QjRYc,spotify:track:6anHLkfvpMhQvcLz3QjRYc,https://api.spotify.com/v1/tracks/6anHLkfvpMhQvcLz3QjRYc,https://api.spotify.com/v1/audio-analysis/6anHLkfvpMhQvcLz3QjRYc,327067.0,4.0
0.345,0.753,6.0,-8.539,1.0,0.166,0.559,0.764,0.389,0.321,145.043,audio_features,3qFGxxuYvCMxSQEfGbPdK8,spotify:track:3qFGxxuYvCMxSQEfGbPdK8,https://api.spotify.com/v1/tracks/3qFGxxuYvCMxSQEfGbPdK8,https://api.spotify.com/v1/audio-analysis/3qFGxxuYvCMxSQEfGbPdK8,131173.0,4.0
0.676,0.703,8.0,-5.815,0.0,0.0302,0.0869,0.000687,0.0463,0.852,92.761,audio_features,1foMv2HQwfQ2vntFf9HFeG,spotify:track:1foMv2HQwfQ2vntFf9HFeG,https://api.spotify.com/v1/tracks/1foMv2HQwfQ2vntFf9HFeG,https://api.spotify.com/v1/audio-analysis/1foMv2HQwfQ2vntFf9HFeG,200173.0,4.0
0.484,0.75,1.0,-4.176,1.0,0.0685,0.697,0.862,0.105,0.467,159.992,audio_features,1SHB1hp6267UK9bJQUxYvO,spotify:track:1SHB1hp6267UK9bJQUxYvO,https://api.spotify.com/v1/tracks/1SHB1hp6267UK9bJQUxYvO,https://api.spotify.com/v1/audio-analysis/1SHB1hp6267UK9bJQUxYvO,141395.0,4.0
0.413,0.624,11.0,-10.353,1.0,0.0682,0.00859,0.0178,0.132,0.0814,82.516,audio_features,6bxKECVRnkLmtpeU22Ve9p,spotify:track:6bxKECVRnkLmtpeU22Ve9p,https://api.spotify.com/v1/tracks/6bxKECVRnkLmtpeU22Ve9p,https://api.spotify.com/v1/audio-analysis/6bxKECVRnkLmtpeU22Ve9p,139652.0,4.0
0.0976,0.833,7.0,-9.953,1.0,0.0846,0.275,0.691,0.232,0.165,80.506,audio_features,17Gyli3xn2LFTtH7aJF2hI,spotify:track:17Gyli3xn2LFTtH7aJF2hI,https://api.spotify.com/v1/tracks/17Gyli3xn2LFTtH7aJF2hI,https://api.spotify.com/v1/audio-analysis/17Gyli3xn2LFTtH7aJF2hI,115893.0,3.0
0.444,0.542,8.0,-8.191,0.0,0.0312,0.019,0.623,0.0985,0.097,132.842,audio_features,6jTpdkPWw4QT7VOgUYqrsK,spotify:track:6jTpdkPWw4QT7VOgUYqrsK,https://api.spotify.com/v1/tracks/6jTpdkPWw4QT7VOgUYqrsK,https://api.spotify.com/v1/audio-analysis/6jTpdkPWw4QT7VOgUYqrsK,188960.0,4.0
0.646,0.843,8.0,-6.644,0.0,0.131,0.018,0.0733,0.32,0.351,100.004,audio_features,2mHngbc9wHeVuJr59VCV2h,spotify:track:2mHngbc9wHeVuJr59VCV2h,https://api.spotify.com/v1/tracks/2mHngbc9wHeVuJr59VCV2h,https://api.spotify.com/v1/audio-analysis/2mHngbc9wHeVuJr59VCV2h,188333.0,4.0
0.476,0.798,1.0,-6.699,1.0,0.229,0.00469,0.156,0.156,0.219,128.511,audio_features,2tdfTvq5PrseNIZIuJyz2v,spotify:track:2tdfTvq5PrseNIZIuJyz2v,https://api.spotify.com/v1/tracks/2tdfTvq5PrseNIZIuJyz2v,https://api.spotify.com/v1/audio-analysis/2tdfTvq5PrseNIZIuJyz2v,155107.0,4.0
0.659,0.752,11.0,-6.067,1.0,0.0289,0.105,0.00368,0.104,0.769,119.62,audio_features,0do3zfmbVl5DiGxUXrbhrT,spotify:track:0do3zfmbVl5DiGxUXrbhrT,https://api.spotify.com/v1/tracks/0do3zfmbVl5DiGxUXrbhrT,https://api.spotify.com/v1/audio-analysis/0do3zfmbVl5DiGxUXrbhrT,335800.0,4.0
0.65,0.69,3.0,-8.407,0.0,0.0283,0.7,0.875,0.315,0.797,133.971,audio_features,4wo2FC3qqvi1gDKJZg4Boc,spotify:track:4wo2FC3qqvi1gDKJZg4Boc,https://api.spotify.com/v1/tracks/4wo2FC3qqvi1gDKJZg4Boc,https://api.spotify.com/v1/audio-analysis/4wo2FC3qqvi1gDKJZg4Boc,224181.0,4.0
0.413,0.881,11.0,-5.541,0.0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,audio_features,5UWwZ5lm5PKu6eKsHAGxOk,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,250547.0,4.0
0.475,0.936,10.0,-4.144,1.0,0.0382,0.00592,0.0362,0.0736,0.323,137.882,audio_features,7yKWaoM62x4bSSZ3SKfSHp,spotify:track:7yKWaoM62x4bSSZ3SKfSHp,https://api.spotify.com/v1/tracks/7yKWaoM62x4bSSZ3SKfSHp,https://api.spotify.com/v1/audio-analysis/7yKWaoM62x4bSSZ3SKfSHp,242547.0,4.0
0.335,0.608,8.0,-11.433,1.0,0.0587,0.0284,0.72,0.131,0.197,85.249,audio_features,5wWoKe2BIKTRGQq5z0IG8d,spotify:track:5wWoKe2BIKTRGQq5z0IG8d,https://api.spotify.com/v1/tracks/5wWoKe2BIKTRGQq5z0IG8d,https://api.spotify.com/v1/audio-analysis/5wWoKe2BIKTRGQq5z0IG8d,237093.0,4.0
0.335,0.608,8.0,-11.433,1.0,0.0587,0.0284,0.72,0.131,0.197,85.249,audio_features,5wWoKe2BIKTRGQq5z0IG8d,spotify:track:5wWoKe2BIKTRGQq5z0IG8d,https://api.spotify.com/v1/tracks/5wWoKe2BIKTRGQq5z0IG8d,https://api.spotify.com/v1/audio-analysis/5wWoKe2BIKTRGQq5z0IG8d,237093.0,4.0
0.6,0.514,7.0,-9.311,1.0,0.0247,0.218,0.239,0.103,0.471,104.988,audio_features,6CARQPhaL7UBhYP3QbX4ce,spotify:track:6CARQPhaL7UBhYP3QbX4ce,https://api.spotify.com/v1/tracks/6CARQPhaL7UBhYP3QbX4ce,https://api.spotify.com/v1/audio-analysis/6CARQPhaL7UBhYP3QbX4ce,272071.0,4.0
0.262,0.839,4.0,-8.77,0.0,0.175,0.00258,0.886,0.272,0.0627,137.73,audio_features,0JiTlhWFc09Y1LecbstidD,spotify:track:0JiTlhWFc09Y1LecbstidD,https://api.spotify.com/v1/tracks/0JiTlhWFc09Y1LecbstidD,https://api.spotify.com/v1/audio-analysis/0JiTlhWFc09Y1LecbstidD,401764.0,4.0
0.317,0.498,5.0,-9.137,0.0,0.0315,0.0515,0.306,0.121,0.141,84.563,audio_features,5Ext9ObPEi7wIcv5AiQWJy,spotify:track:5Ext9ObPEi7wIcv5AiQWJy,https://api.spotify.com/v1/tracks/5Ext9ObPEi7wIcv5AiQWJy,https://api.spotify.com/v1/audio-analysis/5Ext9ObPEi7wIcv5AiQWJy,246000.0,4.0
0.717,0.924,2.0,-4.707,1.0,0.0285,0.043,0.6,0.11,0.791,128.025,audio_features,13HYthybjhM3iyWcfl8VcN,spotify:track:13HYthybjhM3iyWcfl8VcN,https://api.spotify.com/v1/tracks/13HYthybjhM3iyWcfl8VcN,https://api.spotify.com/v1/audio-analysis/13HYthybjhM3iyWcfl8VcN,439490.0,4.0
0.647,0.708,8.0,-13.142,1.0,0.0627,0.781,0.852,0.188,0.663,119.989,audio_features,2cEuRqcTMyHGALW3TlThNv,spotify:track:2cEuRqcTMyHGALW3TlThNv,https://api.spotify.com/v1/tracks/2cEuRqcTMyHGALW3TlThNv,https://api.spotify.com/v1/audio-analysis/2cEuRqcTMyHGALW3TlThNv,297469.0,4.0
0.325,0.322,8.0,-16.613,1.0,0.03,0.887,0.214,0.118,0.724,182.073,audio_features,2wiV5iKq5F5A0KUee4OrlK,spotify:track:2wiV5iKq5F5A0KUee4OrlK,https://api.spotify.com/v1/tracks/2wiV5iKq5F5A0KUee4OrlK,https://api.spotify.com/v1/audio-analysis/2wiV5iKq5F5A0KUee4OrlK,329361.0,3.0
0.674,0.677,7.0,-5.319,1.0,0.0285,0.366,0.0193,0.107,0.344,110.003,audio_features,27fhtd1gMJxbNIVHEjpxUs,spotify:track:27fhtd1gMJxbNIVHEjpxUs,https://api.spotify.com/v1/tracks/27fhtd1gMJxbNIVHEjpxUs,https://api.spotify.com/v1/audio-analysis/27fhtd1gMJxbNIVHEjpxUs,187636.0,4.0
0.56,0.509,0.0,-8.667,1.0,0.033,0.564,0.195,0.137,0.514,139.999,audio_features,6aH04E2GklQTywTnOS44ux,spotify:track:6aH04E2GklQTywTnOS44ux,https://api.spotify.com/v1/tracks/6aH04E2GklQTywTnOS44ux,https://api.spotify.com/v1/audio-analysis/6aH04E2GklQTywTnOS44ux,164143.0,3.0
0.557,0.498,4.0,-13.869,1.0,0.0634,0.0305,0.63,0.12,0.0729,155.966,audio_features,6BVJaTGJN18W4bMf783SRP,spotify:track:6BVJaTGJN18W4bMf783SRP,https://api.spotify.com/v1/tracks/6BVJaTGJN18W4bMf783SRP,https://api.spotify.com/v1/audio-analysis/6BVJaTGJN18W4bMf783SRP,158571.0,4.0
0.185,0.529,4.0,-9.148,1.0,0.031,0.00204,0.702,0.083,0.182,64.379,audio_features,3ozeIgf9g4assFBsLDjDP9,spotify:track:3ozeIgf9g4assFBsLDjDP9,https://api.spotify.com/v1/tracks/3ozeIgf9g4assFBsLDjDP9,https://api.spotify.com/v1/audio-analysis/3ozeIgf9g4assFBsLDjDP9,226944.0,4.0
0.538,0.877,4.0,-1.537,0.0,0.243,0.00116,0.0,0.122,0.39,140.05,audio_features,2qpLkj5FqUURIGnQYTZNo3,spotify:track:2qpLkj5FqUURIGnQYTZNo3,https://api.spotify.com/v1/tracks/2qpLkj5FqUURIGnQYTZNo3,https://api.spotify.com/v1/audio-analysis/2qpLkj5FqUURIGnQYTZNo3,193286.0,4.0
0.781,0.529,11.0,-14.35,0.0,0.0738,0.0409,0.834,0.114,0.952,110.983,audio_features,1TFOhZp3KF4zSLwMNmx4wO,spotify:track:1TFOhZp3KF4zSLwMNmx4wO,https://api.spotify.com/v1/tracks/1TFOhZp3KF4zSLwMNmx4wO,https://api.spotify.com/v1/audio-analysis/1TFOhZp3KF4zSLwMNmx4wO,139815.0,4.0
0.283,0.92,1.0,-4.603,1.0,0.0533,2.4e-06,0.0478,0.0903,0.193,86.443,audio_features,4DNydDiMCbptxZkGq0TQ0V,spotify:track:4DNydDiMCbptxZkGq0TQ0V,https://api.spotify.com/v1/tracks/4DNydDiMCbptxZkGq0TQ0V,https://api.spotify.com/v1/audio-analysis/4DNydDiMCbptxZkGq0TQ0V,203200.0,4.0
0.327,0.494,4.0,-6.067,1.0,0.38,0.158,0.00245,0.452,0.303,123.87,audio_features,14BTIqf0ZBChsQK4V5jlSN,spotify:track:14BTIqf0ZBChsQK4V5jlSN,https://api.spotify.com/v1/tracks/14BTIqf0ZBChsQK4V5jlSN,https://api.spotify.com/v1/audio-analysis/14BTIqf0ZBChsQK4V5jlSN,197885.0,4.0
0.228,0.703,8.0,-6.49,1.0,0.0718,0.0091,0.0411,0.171,0.231,94.616,audio_features,6P5hGhwljx61WBuvgEqkNq,spotify:track:6P5hGhwljx61WBuvgEqkNq,https://api.spotify.com/v1/tracks/6P5hGhwljx61WBuvgEqkNq,https://api.spotify.com/v1/audio-analysis/6P5hGhwljx61WBuvgEqkNq,137184.0,4.0
0.615,0.978,6.0,-0.035,0.0,0.0933,0.00259,3.98e-06,0.754,0.226,120.01,audio_features,0O66zhn7VRbUX54HfJuEW7,spotify:track:0O66zhn7VRbUX54HfJuEW7,https://api.spotify.com/v1/tracks/0O66zhn7VRbUX54HfJuEW7,https://api.spotify.com/v1/audio-analysis/0O66zhn7VRbUX54HfJuEW7,205963.0,4.0
0.513,0.979,4.0,-3.642,0.0,0.46,0.03,0.107,0.147,0.217,85.262,audio_features,2dH4kjxglp6b9K6CSGtL2j,spotify:track:2dH4kjxglp6b9K6CSGtL2j,https://api.spotify.com/v1/tracks/2dH4kjxglp6b9K6CSGtL2j,https://api.spotify.com/v1/audio-analysis/2dH4kjxglp6b9K6CSGtL2j,192000.0,4.0
0.504,0.798,8.0,-13.117,1.0,0.0637,0.000886,0.849,0.135,0.572,134.056,audio_features,6X0den3vxTieW2byIpbj9J,spotify:track:6X0den3vxTieW2byIpbj9J,https://api.spotify.com/v1/tracks/6X0den3vxTieW2byIpbj9J,https://api.spotify.com/v1/audio-analysis/6X0den3vxTieW2byIpbj9J,175522.0,4.0
0.642,0.746,0.0,-4.582,1.0,0.0992,0.0222,0.00343,0.1,0.731,111.007,audio_features,6Bnown8sKU7gWepCW6YNFI,spotify:track:6Bnown8sKU7gWepCW6YNFI,https://api.spotify.com/v1/tracks/6Bnown8sKU7gWepCW6YNFI,https://api.spotify.com/v1/audio-analysis/6Bnown8sKU7gWepCW6YNFI,69096.0,4.0
0.247,0.836,7.0,-8.02,1.0,0.0803,0.371,0.871,0.116,0.0532,168.947,audio_features,0xf7V667bbsQ0hO7gWjAXc,spotify:track:0xf7V667bbsQ0hO7gWjAXc,https://api.spotify.com/v1/tracks/0xf7V667bbsQ0hO7gWjAXc,https://api.spotify.com/v1/audio-analysis/0xf7V667bbsQ0hO7gWjAXc,171391.0,4.0
0.687,0.199,11.0,-8.376,1.0,0.366,0.0532,0.0,0.0711,0.537,139.687,audio_features,0vyJXohBlZIjYvFO0Hdxkv,spotify:track:0vyJXohBlZIjYvFO0Hdxkv,https://api.spotify.com/v1/tracks/0vyJXohBlZIjYvFO0Hdxkv,https://api.spotify.com/v1/audio-analysis/0vyJXohBlZIjYvFO0Hdxkv,109714.0,4.0
0.17,0.948,0.0,-3.265,1.0,0.0996,1.35e-06,0.00152,0.493,0.163,87.066,audio_features,10nd0tq8g3fFpCM4hkgHFR,spotify:track:10nd0tq8g3fFpCM4hkgHFR,https://api.spotify.com/v1/tracks/10nd0tq8g3fFpCM4hkgHFR,https://api.spotify.com/v1/audio-analysis/10nd0tq8g3fFpCM4hkgHFR,224180.0,4.0
0.119,0.386,0.0,-13.402,0.0,0.041,0.955,0.865,0.152,0.087,80.356,audio_features,6po2p9fH8jS1Wl7JJBkKua,spotify:track:6po2p9fH8jS1Wl7JJBkKua,https://api.spotify.com/v1/tracks/6po2p9fH8jS1Wl7JJBkKua,https://api.spotify.com/v1/audio-analysis/6po2p9fH8jS1Wl7JJBkKua,353834.0,4.0
