id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1GErReAT0swX36x3O8GyQn,To the End,My Chemical Romance,61,2004-06-08,0.372,0.975,10,-3.949,1,0.000133,4.29e-06,0.351,0.467,162.967,181027,4
3YTCEinqOO7eR0qpb1h6Ig,Laundry Day,No Vacation,39,2015-04-06,0.598,0.425,9,-9.71,1,0.909,0.0569,0.105,0.514,87.416,119901,4
3dmsgudsfeGdQ9NsZFOm0C,Lovefool,No Vacation,61,2015-04-06,0.819,0.688,2,-5.967,0,0.0549,0.0568,0.0799,0.961,104.013,130962,4
1Uo7reO6I2yQ1q36ZPuNf7,GINGER,BROCKHAMPTON,53,2019-08-23,0.748,0.715,2,-5.137,1,0.249,0.0369,0.164,0.226,130.087,234173,4
6U0FIYXCQ3TGrk4tFpLrEA,SUGAR,BROCKHAMPTON,73,2019-08-23,0.453,0.538,1,-8.212,1,0.449,0.0,0.19,0.516,122.973,204533,4
1vzC9THkjIpnEy2nKRf7Je,Bad For The Boys,Alex Cameron,0,2019-09-13,0.637,0.786,0,-5.774,1,0.101,0.0,0.163,0.744,116.126,278733,4
3QzTq51krkdiCHDnSwQZjF,Miami Memory,Alex Cameron,0,2019-09-13,0.612,0.841,2,-5.554,1,0.196,1.02e-05,0.106,0.555,103.659,265813,4
3HAFn3sE75FRkHnTVd1Dx7,Well Rested,Kero Kero Bonito,0,2021-09-10,0.626,0.875,1,-7.041,1,0.00302,0.296,0.696,0.295,111.992,430752,4
0jPoMzAErw4Exk2vbwQRHC,The Princess and the Clock,Kero Kero Bonito,0,2021-09-10,0.625,0.838,0,-5.249,1,0.0571,0.0,0.35,0.45,144.958,229190,4
3fEuuMS11d11h2eVxMSl2e,I Wish I Was Stephen Malkmus,beabadoobee,42,2019-10-14,0.44,0.783,4,-3.954,1,0.0689,0.0,0.0924,0.639,80.978,231860,4
53vFEC7MHFKctetVsD19S4,She Plays Bass,beabadoobee,44,2019-10-14,0.447,0.89,9,-3.823,0,0.000147,0.021,0.101,0.269,136.066,207106,4
7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,Frank Ocean,80,2012-07-10,0.721,0.339,0,-11.195,1,0.409,0.00153,0.0973,0.2,129.83,200747,4
6MEDfjHxnVNcYmHe3mM6L2,Sweet Life,Frank Ocean,69,2012-07-10,0.479,0.558,11,-6.074,1,0.227,0.0,0.0808,0.8,83.465,262680,4
0725YWm6Z0TpZ6wrNk64Eb,Super Rich Kids,Earl Sweatshirt,76,2012-07-10,0.739,0.419,3,-8.241,0,0.219,0.0,0.196,0.58,60.493,304760,4
0IedgQjjJ8Ad4B3UDQ5Lyn,Fragments of Time (feat. Todd Edwards),Todd Edwards,64,2013-05-20,0.807,0.51,0,-9.729,1,0.041,0.115,0.104,0.961,130.118,279773,4
5CMjjywI0eZMixPeqNd75R,Lose Yourself to Dance (feat. Pharrell Williams),Pharrell Williams,71,2013-05-20,0.832,0.659,10,-7.828,0,0.0839,0.00114,0.0753,0.674,100.163,353893,4
62MzwCaB5rZGRRKY7A64GV,Still In Motion,Turnover,0,2019-11-01,0.496,0.558,9,-8.499,1,0.0282,0.0939,0.134,0.133,149.002,225689,4
4Fiburq47OzoKZ4GGzNXhL,Much After Feeling,Turnover,0,2019-11-01,0.722,0.522,0,-8.059,1,0.197,0.00403,0.119,0.709,121.033,215606,4
3G1whCaVn2kwPrRl2qlg9e,Parties,Turnover,0,2019-11-01,0.643,0.702,2,-7.193,0,0.00288,0.127,0.147,0.565,123.978,226636,4
0OuhpQ20BsbM8TuSDU8xQ9,Number On The Gate,Turnover,0,2019-11-01,0.69,0.66,6,-6.518,0,0.0034,0.00633,0.229,0.72,143.05,248088,4
6fZM7xXkrjLeR8cfZyRcuC,Valley Of The Moon,Turnover,0,2019-11-01,0.671,0.503,6,-8.96,0,0.0438,0.298,0.0974,0.447,103.014,286391,4
3Kh5dwQbOfGgCKuU56wdj6,Plant Sugar,Turnover,0,2019-11-01,0.533,0.747,1,-7.551,1,0.0231,0.685,0.0644,0.757,75.017,137001,4
7a6HVxpLhW7hRL9JcFZl16,Next Level Charli,Charli XCX,51,2019-09-13,0.536,0.847,2,-3.421,1,0.0961,0.0,0.0837,0.215,150.043,157627,4
1yUJK3qxPiFiPeAG2gLfuW,Gone,Christine and the Queens,54,2019-09-13,0.91,0.441,6,-7.575,1,0.0414,8.8e-06,0.0745,0.66,114.002,246480,4
3WGJSY8JaGliVIJyMig5aS,1999,Troye Sivan,58,2019-09-13,0.745,0.728,7,-4.686,1,0.0183,1.5e-06,0.14,0.625,124.016,189200,4
7A32ilnCkeWlDNM0xsBUfw,Thoughts,Charli XCX,42,2019-09-13,0.492,0.696,0,-3.781,1,0.173,0.0,0.181,0.157,119.782,191053,4
2RCUr24WkEe2r5Vv4oDKlN,Blame It on Your Love (feat. Lizzo),Lizzo,49,2019-09-13,0.717,0.755,5,-2.673,1,0.0262,0.0,0.294,0.598,100.022,191507,4
25x38hVatSDa5ptfbKwdn5,Silver Cross,Charli XCX,46,2019-09-13,0.597,0.835,2,-5.112,1,0.298,0.0,0.178,0.623,134.967,208453,4
2edMLa1tbofyDN6bDskeyA,"Lula, I'm Not Mad",HUNNY,43,2019-07-19,0.492,0.816,9,-3.777,1,0.032,6.26e-05,0.352,0.633,79.999,205293,4
6pzUglcKZI1xgpoOkDI2Fh,Change Ur Mind,HUNNY,39,2019-07-19,0.678,0.829,3,-4.308,0,0.02,0.000129,0.106,0.959,137.988,171427,4
12y494qbUIYOzlKYhKFtC2,Ritalin,HUNNY,38,2019-07-19,0.734,0.866,6,-4.524,0,0.0015,5.92e-06,0.0505,0.781,106.023,188707,4
0j5x1DyuUKjQC40qh8xS4w,dog food,100 gecs,44,2017-01-02,0.558,0.406,7,-9.074,1,0.138,3.6e-05,0.12,0.141,169.014,197000,4
1j581GCDFQ9P8xd6fyjgLt,bloodstains,100 gecs,51,2017-01-02,0.547,0.398,10,-9.142,1,0.182,0.000436,0.308,0.406,87.373,129015,4
2ej1A2Ze6P2EOW7KfIosZR,Feather (feat. Cise Starr & Akin from CYNE),Akin Yai,66,2005-11-11,0.565,0.749,10,-6.629,0,0.655,0.432,0.106,0.881,180.598,175360,4
1cwQI9EXXDhRV1yP70vHXc,"ringtone (Remix) [feat. Charli XCX, Rico Nasty, Kero Kero Bonito]",Kero Kero Bonito,40,2020-02-24,0.849,0.473,8,-7.548,1,0.115,0.0,0.0488,0.616,107.001,214529,4
7wK3vFraZXIjVxOqObajAL,スポーツマン (2019 Remastering),Haruomi Hosono,45,1978,0.81,0.841,2,-4.306,1,0.0611,0.0,0.0596,0.82,108.865,245960,4
2XTyx7Txuj6dZ1lLYLj3Wc,December,IDK,49,2019-09-04,0.586,0.807,11,-5.846,0,0.461,8.72e-05,0.117,0.77,130.455,210663,5
1LeMY3gLPfsQk308ysdMeN,European Skies,IDK,33,2019-09-04,0.515,0.289,4,-12.751,0,0.12,1.41e-05,0.11,0.069,87.155,220704,4
030P8TlYOCnU4qyAQwjESc,Ionic Funk (20xx Battle Music),Machine Girl,44,2014-02-17,0.376,0.968,7,-4.349,1,5.9e-05,0.666,0.32,0.388,121.852,274077,3
42UDQ4nsp2aYpPjQm8svSR,Ginger Claps,Machine Girl,48,2014-02-17,0.326,0.855,6,-6.936,0,0.000712,0.809,0.224,0.537,112.47,184999,5
2dp8i0NgWI7dbCtPNC1Igc,"Out by 16, Dead on the Scene",Machine Girl,52,2014-02-17,0.534,0.781,7,-5.127,1,0.0372,0.808,0.585,0.757,79.913,150073,4
3HJTQ0QgKt9gex9GAbOE8H,Hidden Power,Machine Girl,41,2014-02-17,0.284,0.978,7,-5.339,1,0.00268,0.7,0.116,0.224,84.964,519602,4
77Cu56G5x8gFgILbQFMQ9q,Fuck Up Your Face,Machine Girl,0,2017-09-22,0.336,0.94,6,-4.131,1,0.0483,7.37e-05,0.071,0.341,93.987,177200,1
0D5pDrleAtgWhVBTVm0ngX,...Because I'm Young Arrogant and Hate Everything You Stand For,Machine Girl,0,2017-09-22,0.21,0.985,1,-5.703,1,0.00109,0.117,0.213,0.0343,186.182,135361,3
6tmcMjc3tprKNw3K2mDQwz,Bullet Hell,Machine Girl,0,2017-09-22,0.385,0.961,10,-5.205,0,0.385,0.597,0.353,0.323,185.021,165474,1
6NJoAfTBjgPyvgZYL7vGdB,Athoth a Go!! Go!!,Machine Girl,0,2017-09-22,0.368,0.985,8,-3.916,1,0.158,0.0135,0.284,0.306,180.023,95002,3
5Vr8UPlg0N6Zma66yixVLT,うずまき,Machine Girl,0,2017-09-22,0.323,0.954,11,-5.079,0,0.0394,0.0053,0.307,0.124,185.935,232708,5
6zrJLhslleCHby0wbUnvVy,Future Nostalgia,Dua Lipa,58,2020-03-27,0.875,0.813,7,-4.502,1,0.00618,0.0,0.321,0.859,114.993,184882,4
39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,84,2020-03-27,0.695,0.884,6,-2.278,0,0.0561,0.0,0.213,0.914,103.014,203808,4
6DXZiYUbrYgrVIhfX3U9Z2,Pretty Please,Dua Lipa,73,2020-03-27,0.906,0.474,1,-6.124,1,0.0311,5.5e-06,0.286,0.656,106.976,194607,4
5aEHX6BZHzjI8h9zZNcskZ,Don't you want me,Such,45,2018-08-10,0.603,0.863,11,-4.197,0,0.00151,0.154,0.366,0.834,151.979,284003,4
3iqOLTGhIJOxV1P0W6Exmr,JET,POLKADOT STINGRAY,39,2020-03-29,0.57,0.849,8,-4.177,1,0.232,0.0,0.109,0.693,130.106,285107,4
4a7PpWQhMWEIePrVZuOUhj,ICHIDAIJI,POLKADOT STINGRAY,52,2019-02-06,0.557,0.819,9,-2.203,0,0.142,0.0,0.0747,0.75,141.914,261000,4
6igMq65qc3o0CUhSoHf9yD,CAT'S EYE - (NEW TAKE),Anri,48,1983-12-05,0.735,0.877,9,-3.987,0,0.2,0.00244,0.139,0.862,135.155,189307,4
7fgmo2cHGzWLexkRhBeECj,WINDY SUMMER,Anri,57,1983-12-05,0.653,0.762,2,-5.042,1,0.175,0.00113,0.174,0.838,106.951,246693,4
20JcU4ZiYAuKE4oIal8WoV,DRIVING MY LOVE,Anri,50,1983-12-05,0.75,0.853,11,-4.624,0,0.199,3.49e-05,0.161,0.899,121.459,291427,4
5GsJIVCBFjhCcUwJaTW2sB,forever,Charli XCX,53,2020-05-15,0.577,0.927,1,-3.195,0,0.578,0.0,0.116,0.462,87.389,243672,4
7Dexi5Z2IowCkHrnzlWysc,claws,Charli XCX,57,2020-05-15,0.707,0.771,10,-4.246,1,0.036,6.87e-05,0.547,0.629,135.049,149390,4
4jQDJPgw3qkc1T2f1safdy,7 years,BJ Burton,48,2020-05-15,0.671,0.786,11,-2.211,1,0.343,1.21e-06,0.345,0.659,160.054,195027,4
2PBcNVg8jB1e5kVkjXJyZ5,i finally understand,Charli XCX,47,2020-05-15,0.809,0.666,1,-4.977,1,0.167,0.00829,0.0769,0.762,160.022,151804,4
5gNTRfMRPZg1U07j7KSSaG,c2.0,Charli XCX,46,2020-05-15,0.435,0.588,4,-8.024,1,0.404,0.0,0.0897,0.688,85.052,220933,4
2RdEC8Ff83WkX7kDVCHseE,party 4 u,Charli XCX,52,2020-05-15,0.579,0.522,1,-8.393,1,0.761,1.41e-05,0.655,0.245,79.453,296653,4
2ljvO8ZpKFMT3HXwCjW4Yw,anthems,Charli XCX,52,2020-05-15,0.643,0.866,9,-4.364,1,0.00224,5.69e-06,0.218,0.391,149.887,171813,4
4OmlsAT8r4q9vPFBvfYgyZ,Is It Really You?,Loathe,65,2020-02-07,0.563,0.721,9,-7.578,1,0.00213,0.4,0.14,0.11,110.027,287628,3
0boRYCi86zNhMR1wzi3YnR,Broken Vision Rhythm,Harry Rule,47,2020-02-07,0.42,0.99,10,-4.779,0,6.28e-06,0.459,0.45,0.239,95.008,155720,4
5fztwLyeoasBgTU8ISdnYN,classic j dies and goes to hell part 1,glass beach,0,2019-05-18,0.235,0.702,0,-5.112,0,0.00985,0.000184,0.326,0.215,80.013,304145,4
3I2Jrz7wTJTVZ9fZ6V3rQx,bedroom community,glass beach,0,2019-05-18,0.51,0.693,1,-5.496,1,0.0463,0.000109,0.368,0.342,134.932,361329,4
4dqMcKxIF5v3PVvSXQOJzz,neon glow,glass beach,0,2019-05-18,0.219,0.896,6,-7.157,1,0.0446,0.00231,0.141,0.217,120.072,233323,4
5ifJOOdVLIhyUZJJoQkCiL,OG Bule Sky,Hot Mulligan,0,2020-03-06,0.403,0.972,8,-2.861,1,3.98e-05,5.05e-06,0.244,0.71,160.006,157400,4
6PY5aUSub1xwqlDrA4aTyL,*Equip Sunglasses*,Hot Mulligan,0,2020-03-06,0.628,0.966,8,-3.35,1,0.000732,0.0,0.0189,0.91,120.008,166000,4
7cdLzZY9B5Jv2t0tSN958R,Dirty Office Bongos,Hot Mulligan,0,2020-03-06,0.54,0.95,8,-3.542,1,0.000943,0.0,0.297,0.344,121.975,195400,4
0JU4tfCfaoFZehTZU76jLk,Come Back,Arigarnon Friends,23,2017-09-21,0.482,0.925,4,-3.993,1,0.00583,2.1e-05,0.333,0.636,96.066,166996,4
0A31i51V3omHTJMDCJxDfh,Morbid Stuff,PUP,48,2019-04-05,0.448,0.921,1,-3.726,1,0.000101,0.00197,0.238,0.498,160.959,164600,4
6Dgix2xCbnqigfrjulm24R,Kids,PUP,49,2019-04-05,0.492,0.964,8,-3.475,1,0.00046,0.00582,0.434,0.703,157.036,210160,4
5fJ7aCs7V78bU3FEnBSYWs,Free at Last,PUP,43,2019-04-05,0.311,0.984,6,-1.434,1,2.3e-05,0.0296,0.0836,0.351,179.175,154813,4
6iENYbkeXO848sFHX3HzJE,ASAHINAGU,MASS OF THE FERMENTING DREGS,39,2018-07-04,0.442,0.894,7,-3.836,1,0.000261,0.109,0.127,0.399,91.942,259520,4
0XRlCDp99MEaPDRWTUXmep,New Order,MASS OF THE FERMENTING DREGS,40,2018-07-04,0.372,0.868,7,-5.37,1,0.000608,0.00166,0.337,0.469,170.982,207907,4
2u4qibfcjedTUmjlTyOlcy,Premonitory Dream,Crying,0,2016-10-14,0.422,0.851,4,-5.079,1,0.0313,0.315,0.348,0.532,86.006,186213,4
7wCgp4iJunfxppfQfgFOMr,Wool in the Wash,Crying,0,2016-10-14,0.615,0.81,9,-5.008,1,0.0374,0.00203,0.233,0.769,135.011,236960,4
4Kh8w1MgC7LYHSbSX2lDzP,Make It Forever,George Clanton,47,2018-08-17,0.407,0.924,5,-5.543,1,0.0208,0.0605,0.208,0.218,168.038,211547,4
63whBV1w1nwXb5iAsDiw6H,You Know How It Is,Kero Kero Bonito,0,2018-02-20,0.258,0.979,2,-0.06,1,0.0291,1.74e-06,0.895,0.356,152.029,134143,4
3tQZ7ut7QVJzl1BCY4pkjY,When The Fires Come,Kero Kero Bonito,0,2021-09-10,0.69,0.576,9,-5.343,0,0.411,0.0,0.213,0.527,130.011,220434,4
2eqyjSNjjTmq8A0P69nEQF,Flyway,Kero Kero Bonito,0,2018-10-01,0.401,0.897,2,-4.361,1,0.00657,0.191,0.425,0.511,144.863,118707,4
02wZeI0pdVXOv3ZeTJVFlB,self-esteem,webcage,0,2021-10-08,0.559,0.729,8,-4.926,1,0.126,0.0,0.356,0.761,92.594,178669,4
7JI0imXJVN0A0UclI9rfVL,undermyskin,webcage,0,2021-10-08,0.367,0.931,9,-4.382,1,0.00409,0.0,0.111,0.21,180.114,201567,4
3QFInJAm9eyaho5vBzxInN,family ties (with Kendrick Lamar),Kendrick Lamar,83,2021-09-10,0.711,0.611,1,-5.453,1,0.00588,0.0,0.23,0.144,134.093,252262,4
1Is8hGpkGMiePASAxBluxM,16,Baby Keem,79,2021-09-10,0.701,0.782,1,-4.987,1,0.0918,2.31e-06,0.124,0.57,94.03,156040,4
6G9aDedv5hYaTgNYDuduqk,trademark usa,Baby Keem,57,2021-09-22,0.613,0.6,10,-5.621,1,0.108,1.67e-06,0.274,0.067,130.732,270671,4
3TjliM0xQ3fkza0RpINRrq,Crimewave,Crystal Castles,68,2008-03-18,0.746,0.691,4,-7.533,0,0.184,0.0259,0.205,0.888,119.982,258453,4
1mOsMKTGAoayrYBnvIdBkk,Courtship Dating,Crystal Castles,52,2008-03-18,0.733,0.58,0,-6.851,0,0.0146,0.239,0.144,0.731,119.991,210453,4
6RpuNjTsUQo7eByN3kWvYx,Untrust Us,Crystal Castles,64,2008-03-18,0.609,0.807,11,-5.405,0,0.0376,0.204,0.13,0.203,125.906,186373,4
67cdrrKC32SfLTcYMPDfcK,Violent Youth,Crystal Castles,51,2012-01-01,0.717,0.735,6,-7.96,1,0.146,0.23,0.386,0.818,130.995,261653,4
26ZzSLUJMmYp5u1hDELEWH,Transgender,Crystal Castles,74,2012-01-01,0.522,0.914,7,-8.285,1,0.000164,0.847,0.24,0.0364,137.939,184760,3
6E1YebXpPPtujMUljDNlOo,Kerosene,Crystal Castles,75,2012-01-01,0.519,0.546,8,-9.368,1,0.0827,0.0,0.133,0.0862,115.799,192000,4
1PEPcLm2QEo0HCRIhQjPq1,Second hand embarrassment,underscores,47,2021-03-25,0.792,0.45,2,-5.864,1,0.171,0.0018,0.123,0.785,77.003,137143,4
724utiMbqUfT1g3tqbfQYu,Spoiled little brat,underscores,50,2021-03-25,0.504,0.829,5,-4.528,1,0.236,1.18e-05,0.355,0.419,172.013,199797,4
0VNjaRcmIowjLbPtYDhLuh,Your favorite sidekick,8485,47,2021-03-25,0.778,0.659,6,-4.634,1,0.278,0.000408,0.329,0.756,89.997,150646,4
7j7nOY7xZ7fpSVAKT4qz4b,Dry land 2001,Knapsack,35,2021-03-25,0.28,0.412,7,-9.774,1,0.902,0.656,0.713,0.357,172.025,422157,4
5gORN9xZl1Qz450cgu0ksL,Heck,underscores,0,2021-12-03,0.717,0.478,2,-4.919,1,0.225,0.000415,0.1,0.324,96.065,118594,4
6AGhG5sCxbepvyjFilAVHq,ihonestlymightjustgiveup,d0llywood1,51,2020-08-01,0.7,0.789,7,-4.614,0,0.0141,0.422,0.157,0.65,155.988,126178,4
0QVjM0jL1OwDxUw4KfATKy,homeswitcher,kmoe,1,2021-02-26,0.546,0.966,2,1.836,1,0.0157,2.3e-06,0.397,0.316,149.949,145183,4
5gFfE8UgFslvqjVQw7dktZ,your clothes,Jane Remover,41,2021-11-12,0.488,0.83,5,-4.492,0,0.0542,0.000726,0.608,0.402,134.949,254657,4
1urgZoAjz91vFqPEokA1OR,movies for guys,Jane Remover,46,2021-11-12,0.379,0.593,10,-7.289,0,0.0269,0.000453,0.515,0.252,125.09,345796,4
7F8N6RZJbKEqmuzqWj6bme,ihonestlygaveup,d0llywood1,38,2020-11-02,0.706,0.798,9,-3.861,1,0.000354,0.0,0.15,0.386,150.025,131987,4
1uS0m7JiGNi1ZwM5em7qiA,driving with my eyes closed,Vaeo,45,2022-01-21,0.605,0.966,5,-2.179,1,0.0469,0.0,0.195,0.421,166.052,115753,4
1XaoctslrqtYjVKoGO3DGR,Burn This Moment Into the Retina of My Eye,Goreshit,43,2015-02-10,0.277,0.994,1,-1.202,1,0.000158,0.864,0.324,0.341,108.145,384885,4
2gLalMkbrFz6VkAgYORIQp,Newlove,Sewerslvt,51,2020-10-17,0.131,0.957,6,-3.038,1,0.00166,0.91,0.26,0.0616,174.196,359366,4
2LtWGOsyqmd88HCHX3hNn6,Lexapro Delirium,Sewerslvt,49,2020-01-25,0.684,0.954,8,-3.02,1,0.00156,0.876,0.0888,0.495,130.012,435749,4
17D5JgDK24OQLFViCSpNoz,Neon Dreams,Yameii Online,36,2020-04-07,0.501,0.825,1,-4.353,1,0.00136,0.765,0.0867,0.0351,163.971,308793,4
3x73w29naH21gL9L4QGcbu,Calcium,MIMIDEATH,43,2020-03-05,0.574,0.931,4,-8.198,0,0.207,0.116,0.0614,0.547,170.099,206105,4
5QmxtHllxowtR7XYQgrFri,DesktopBuddy,NANORAY,48,2020-01-18,0.525,0.663,4,-7.668,0,8.51e-05,0.729,0.0991,0.546,180.079,180048,4
0RoEXhqNvT3uxrM7opZp2I,NEKOMATA'97,NANORAY,45,2021-03-22,0.428,0.987,7,-2.293,1,6.81e-05,0.858,0.361,0.469,175.035,241412,4
0FF8nrbR1gTK6eSFmHSN57,Repeater,Goreshit,29,2016-05-16,0.558,0.99,4,-3.177,0,1.62e-05,0.929,0.082,0.152,173.995,275862,4
7FuO28inccud7irZqcu0zM,girls just want 2 have fun,MIMIDEATH,51,2020-03-05,0.46,0.909,11,-4.689,0,0.000301,0.653,0.122,0.302,167.895,117210,4
0k8EdSyiNCphtYEPKkBqnC,SALMON CANNON,NANORAY,41,2021-03-22,0.618,0.945,1,-3.197,1,1.8e-05,0.816,0.114,0.514,145.023,225133,4
6NeSiZokIiQwJaqAID41Vy,S'il vous plait,Otoboke Beaver,43,2019-04-26,0.495,0.977,4,-1.422,0,0.0336,0.000108,0.0997,0.556,99.09,135333,4
2aaOJJd2fBkd4es7vI2h2a,Love Was Really Gone - 2018 Remaster,Makoto Matsushita,58,1982-04-21,0.619,0.653,4,-8.477,0,0.594,0.00201,0.215,0.408,86.962,347367,4
4M9Op6UQ36mhtjMBuevRYN,Dress Down,Kaoru Akimoto,57,1986,0.769,0.403,0,-15.134,1,0.197,0.000191,0.264,0.567,118.007,272533,4
1f76rJMP93OCXuDn3lzq0S,男と女,Junko Ohashi,45,1998,0.655,0.894,9,-6.186,1,0.0838,3.96e-06,0.0505,0.877,121.968,287333,4
6my8cjyP9ZwWGSl5XpQkyA,Summer Beach,Yukiko Okada,36,2014,0.641,0.829,5,-5.281,1,0.207,0.000287,0.0922,0.522,125.283,260867,4
2BHj31ufdEqVK5CkYDp9mA,Mayonaka no Door / Stay With Me,Miki Matsubara,78,2008,0.658,0.747,5,-6.615,1,0.176,8.49e-06,0.0789,0.792,108.259,312293,4
5WTCHYg9G27e9e5HFKGdd1,Sweet Love,Junko Ohashi,54,1998,0.607,0.705,5,-6.929,0,0.241,0.0,0.31,0.656,93.04,289333,4
5Dra6dW1mc7BOh833TDowz,First Light - 2018 Remaster,Makoto Matsushita,48,1982-04-21,0.68,0.8,1,-6.942,1,0.196,0.00207,0.4,0.645,128.999,273221,4
1SmwJJ8YVgiXtyE6elhUx1,Tokai,Taeko Onuki,53,1977-07-25,0.616,0.753,5,-8.365,0,0.543,0.0012,0.0987,0.761,98.303,310173,4
5ao8tEjVqtn9zx0YHvtNRU,君は1000%,1986 OMEGA TRIBE,40,1986-07-23,0.682,0.435,4,-12.873,0,0.616,0.0,0.134,0.758,131.936,251267,4
1a6dXyCu3izFQuW5VUzoYc,シンプル・ラブ,Junko Ohashi,40,1993,0.636,0.836,8,-9.616,1,0.0186,2.2e-05,0.228,0.801,127.027,240133,4
2xhoUePYRdxzu3oblInvNO,SQUEEZE,POLKADOT STINGRAY,22,2019-12-25,0.574,0.751,0,-5.354,1,0.0618,0.0,0.0743,0.733,176.005,208867,4
4aJLG6N3aXs0OKhQ5BRJ08,NECK BRACE,SosMula,54,2019-12-13,0.804,0.944,7,-4.538,0,0.139,0.0,0.558,0.228,124.89,135413,4
5hOnCHMwQdXOd4qfAWEhKP,DRAINO (feat. Denzel Curry),Denzel Curry,61,2019-12-13,0.67,0.731,0,-5.474,1,0.0601,0.0,0.216,0.211,115.051,202613,4
11M8c9SHQYpd8DOrmcu25k,Beg for You (feat. Rina Sawayama),Rina Sawayama,65,2022-03-18,0.788,0.945,9,-5.091,1,0.223,2.97e-06,0.115,0.466,128.036,168053,4
6WKDtdVILJvcfqpvSQgwAQ,Crash,Charli XCX,57,2022-03-18,0.688,0.905,7,-3.361,1,0.378,0.0,0.411,0.85,112.075,129987,4
1K9yH9EpJsH2kXWX4ozH68,New Shapes (feat. Christine and the Queens and Caroline Polachek),Caroline Polachek,56,2022-03-18,0.735,0.74,0,-4.929,1,0.111,0.0,0.032,0.553,107.061,200688,4
2grSOc6HNTXQQXNoRKt9UM,Good Ones,Charli XCX,67,2022-03-18,0.764,0.672,7,-5.947,0,0.072,3.32e-06,0.0806,0.789,129.049,136614,4
5cYEuFqzITZlZzpoR1sHvu,Yuck,Charli XCX,67,2022-03-18,0.765,0.675,1,-5.687,1,0.0585,1.51e-06,0.0703,0.886,100.939,138800,4
5oxbxoGkf2GsreNtoFjF4W,LAST DANCE!,JPEGMAFIA,40,2021-02-12,0.709,0.619,0,-5.445,1,0.123,0.0,0.104,0.206,120.006,137493,4
2JFE0kYJzagdo6gmwVbSTj,FIX URSELF!,JPEGMAFIA,42,2021-02-12,0.7,0.676,7,-4.956,0,0.136,0.0,0.0947,0.394,143.72,186596,4
4yCKWYI9yseYm1Mx7AaLYh,KELTEC!,JPEGMAFIA,36,2021-02-12,0.572,0.636,1,-5.592,0,0.141,0.0,0.13,0.106,132.02,184289,4
0gSbSJlEZ3eHSF8oNQwYhe,PANIC ROOM!,JPEGMAFIA,36,2021-02-12,0.721,0.748,1,-6.118,0,0.366,0.0,0.111,0.145,94.064,148005,4
0LnIeGB4ALd902TIjmsE8M,FEED HER!,JPEGMAFIA,38,2021-02-12,0.551,0.658,5,-6.871,1,0.502,0.0,0.128,0.332,130.009,176500,4
1iRC0WHs9uhAi0EYeJJB3L,TRUST!,JPEGMAFIA,50,2021-10-22,0.769,0.754,6,-4.5,1,0.172,0.000571,0.388,0.728,93.581,134603,4
3DS5qjkZLta7vu6U1nLj35,DIRTY!,JPEGMAFIA,51,2021-10-22,0.694,0.923,2,-1.077,0,0.153,0.0,0.0582,0.676,119.097,120986,4
0O0q3mDpIZH1BJXBEH5ad8,THOT'S PRAYER!,JPEGMAFIA,46,2021-10-22,0.697,0.65,0,-7.27,1,0.456,0.0,0.354,0.433,123.92,187758,4
7J8V76XTLhJXAm8hwCQKXG,REBOUND!,JPEGMAFIA,54,2021-10-22,0.783,0.874,11,-1.134,0,0.15,1.54e-06,0.187,0.671,141.339,224358,4
2SRLd3XhmyP2wwQKVRDDy4,"SICK, NERVOUS & BROKE!",JPEGMAFIA,49,2021-10-22,0.549,0.687,1,-4.53,1,0.0722,0.0,0.62,0.0754,97.78,324777,4
1jMj8dmlB0EAvNhRee2n3P,CUTIE PIE!,JPEGMAFIA,43,2021-10-22,0.72,0.877,1,-4.657,1,0.292,0.00105,0.265,0.813,113.932,146911,4
1AMADyXgIWayh5vXLZo2qF,Covet,Basement,65,2012-10-23,0.428,0.799,4,-6.265,1,0.00139,0.0742,0.0788,0.228,139.052,227340,4
4gOruiqFXrOAYwmECxZfw6,Pine,Basement,49,2012-10-23,0.403,0.747,1,-5.365,1,6.35e-05,0.0,0.0826,0.469,129.061,145479,4
1ilCZg0IzDbh5tdP0hyV37,Breathe,Basement,38,2012-10-23,0.259,0.548,1,-7.43,1,0.000421,0.0215,0.0864,0.133,110.516,321415,4
7drU8e6jH4OvgOQTRGRwiX,Wish,Basement,34,2012-10-23,0.244,0.719,6,-6.288,1,0.00156,0.166,0.0917,0.125,138.209,302924,4
481wkzrQ20aCvtlvhtLLcb,Brother's Keeper,Basement,33,2017-03-03,0.226,0.962,5,-5.434,0,0.000103,0.000698,0.461,0.225,71.696,179733,4
1KdeXVG6x4MsjbAnjiAzbT,Promise Everything,Basement,43,2017-03-03,0.3,0.957,4,-5.993,1,2.67e-05,1.58e-05,0.266,0.352,76.256,157080,4
3DErMJzUrtfGUjet3xpUml,burbank house,tsubi club,60,2021-10-14,0.647,0.732,11,-4.056,0,0.00753,0.0,0.186,0.935,169.988,101647,4
7ojWrhoZZJfyR7YmcYdTzq,United - L.A.O.S Remix,Our Stolen Theory,43,2012-09-21,0.352,0.988,3,-4.138,0,0.000295,0.00494,0.165,0.685,175.023,324000,4
